Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Dag,Q3A,Q3P,Q8A,Q8P,Q12A,Q12P,Q4A,Q4P,Q13A,Q13P,Q5,Q9,Q14,Q1,Q6,Q10,Q2A,Q2P,Q7A,Q7P,Q11A,Q11P
9,97222,3510,4,4,2000Q1,25,3,1,1,1,2,1,1,1,2,1,1,3,2,2,1,1,1,1,1,1,1,1
9,97049,3510,7,7,2000Q1,25,3,2,2,2,3,2,3,2,3,2,1,1,1,2,2,2,3,2,2,2,3,2
6,33148,3510,7,7,2000Q1,25,1,1,1,1,1,2,1,1,1,1,3,3,2,1,1,1,1,,1,,1,
5,53339,3510,9,9,2000Q1,25,1,1,1,1,3,2,1,1,3,2,2,2,1,1,1,2,1,1,1,1,3,2
2,91006,3510,8,8,2000Q1,25,1,2,1,2,1,,1,2,1,,3,3,2,1,1,1,1,,1,,1,
4,97288,3510,8,8,2000Q1,25,1,1,1,2,2,2,2,1,2,2,2,3,2,1,2,2,1,2,2,2,2,2
5,97334,3510,8,8,2000Q1,25,1,1,1,1,2,2,1,1,2,2,3,3,1,1,1,2,1,,1,,2,
5,97044,3510,6,6,2000Q1,25,1,2,1,1,1,1,2,2,3,2,3,3,2,1,1,1,1,1,1,1,1,1
1,97351,3510,8,8,2000Q1,25,1,1,1,1,2,2,1,1,2,2,2,3,2,1,1,2,1,1,1,1,2,2
7,33125,3510,9,9,2000Q1,25,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1
4,53363,3510,9,9,2000Q1,25,,,,,1,1,,,1,1,,,3,,,2,,,,,1,1
6,97179,3510,9,9,2000Q1,25,1,1,1,1,3,3,1,1,1,2,3,3,2,1,1,1,1,,1,,1,
6,97194,3510,5,5,2000Q1,25,1,1,1,1,3,3,1,1,3,3,2,3,1,1,2,2,1,1,1,1,3,3
6,96992,3510,9,9,2000Q1,25,1,1,1,1,2,1,1,1,1,1,3,2,3,1,1,1,1,1,1,1,1,1
9,53650,3510,6,6,2000Q1,25,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1
7,96983,3510,9,9,2000Q1,25,2,1,1,1,2,1,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,1
5,97125,3510,8,8,2000Q1,25,2,2,1,1,1,1,2,2,2,1,3,2,1,2,1,1,1,1,1,1,1,1
6,53598,3510,9,9,2000Q1,25,1,1,1,1,2,2,1,1,2,2,2,3,2,1,1,1,1,1,1,1,2,2
4,53369,3510,3,3,2000Q1,25,1,2,1,2,2,2,3,1,2,2,3,3,2,1,1,1,2,2,1,2,2,2
8,97021,3510,9,9,2000Q1,25,1,1,1,1,1,2,1,1,1,2,3,3,2,1,1,1,1,1,1,1,1,2
8,97231,3510,3,3,2000Q1,25,1,1,1,1,2,2,1,1,2,2,2,3,2,1,1,1,1,1,1,1,2,2
5,97182,3510,8,8,2000Q1,25,2,1,1,1,1,3,2,2,1,3,2,3,3,2,1,2,1,1,1,1,1,2
1,96951,3510,8,8,2000Q1,25,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,2,1,2,1,2,1
5,53506,3510,7,7,2000Q1,25,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1
6,97285,3510,8,8,2000Q1,25,3,1,,,,,3,1,,,,3,,2,,,,3,1,,,
6,97289,3510,7,7,2000Q1,25,,,1,1,1,1,,,1,1,,3,2,,1,1,,,1,1,1,1
1,96894,3510,5,5,2000Q1,25,,,1,,,,,,,,,3,,,1,,,,1,,,
6,97368,3510,8,8,2000Q1,25,1,1,1,1,1,1,1,,2,,,2,,,1,,,,1,,,
8,33138,3510,8,8,2000Q1,25,2,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1
7,53532,3510,9,9,2000Q1,25,2,1,2,2,2,2,1,1,2,2,3,3,2,1,1,1,2,2,1,1,2,2
1,96922,3510,7,7,2000Q1,25,1,1,2,2,2,2,1,1,2,2,3,2,2,1,1,1,1,1,1,1,2,2
3,53407,3510,5,5,2000Q1,25,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3
1,30306,3510,7,7,2000Q1,25,1,1,1,1,1,1,2,2,1,1,3,3,2,2,1,1,2,2,1,1,1,1
9,53523,3510,9,9,2000Q1,25,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,,1,,1,
5,33136,3510,8,8,2000Q1,25,1,1,2,2,1,1,3,2,1,1,1,3,2,2,1,1,2,1,2,1,1,1
5,0,3510,9,9,2000Q1,25,3,2,2,2,2,2,3,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2
1,97261,3510,7,7,2000Q1,25,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1
1,33150,3510,1,1,2000Q1,25,1,,2,,1,,2,,1,,3,2,2,1,1,1,1,,2,,1,
5,97209,3510,9,9,2000Q1,25,3,2,2,2,2,2,3,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2
6,97229,3510,9,9,2000Q1,25,1,1,2,2,1,1,1,,1,1,1,2,3,1,1,1,1,,2,,2,
5,33194,3510,6,6,2000Q1,25,1,2,1,3,2,2,3,3,2,2,3,3,2,1,1,1,1,1,1,1,2,2
5,97130,3510,6,6,2000Q1,25,1,1,1,3,1,2,1,3,1,2,3,2,1,1,2,2,1,1,1,1,3,1
5,53527,3510,5,5,2000Q1,25,1,1,1,1,1,1,1,1,2,1,2,3,2,2,1,1,2,1,1,1,1,1
6,97297,3510,9,9,2000Q1,25,1,1,1,1,2,2,1,2,2,1,3,3,2,1,1,1,1,1,1,1,2,2
9,31472,3510,7,7,2000Q1,25,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1
6,97039,3510,8,8,2000Q1,25,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1
6,53396,3510,6,6,2000Q1,25,1,1,1,1,1,1,1,,1,,3,3,1,1,1,1,1,,1,,2,
1,97361,3510,6,6,2000Q1,25,3,2,3,2,3,3,3,3,3,3,2,3,2,2,2,2,3,2,3,3,3,3
6,30084,3510,4,4,2000Q1,25,3,1,1,1,3,3,2,1,3,2,2,3,2,2,1,2,3,1,2,2,3,1
6,53284,3510,6,6,2000Q1,25,1,1,1,2,1,2,1,1,2,2,2,3,2,2,1,1,1,1,1,2,1,2
3,97271,3510,7,7,2000Q1,25,1,1,1,1,1,1,1,1,1,1,3,3,2,2,1,1,1,1,1,1,1,1
1,96970,3510,8,8,2000Q1,25,1,1,2,1,1,1,1,1,1,1,3,3,2,1,1,2,1,,1,,1,
1,96973,3510,9,9,2000Q1,25,1,1,2,2,3,3,1,1,3,3,3,3,2,1,1,2,1,,1,,2,
3,53543,3510,6,6,2000Q1,25,3,1,3,1,2,1,1,1,2,1,3,3,2,1,1,1,1,1,1,1,1,1
2,53282,3510,8,8,2000Q1,25,1,,3,3,1,1,2,2,2,2,3,3,2,2,2,1,1,1,1,1,1,1
1,53281,3510,9,9,2000Q1,25,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,,1,,1,
1,96952,3510,8,8,2000Q1,25,,,2,1,,,,,,,,3,,,1,,,,1,1,,
2,96900,3510,8,8,2000Q1,25,3,2,3,3,1,1,2,2,1,1,1,3,2,1,1,1,3,2,3,2,1,1
1,96892,3510,5,5,2000Q1,25,,,3,3,,,,,,,,3,,,2,,,,3,3,,
1,53692,3510,5,5,2000Q1,25,3,3,3,3,2,3,3,2,3,3,2,3,2,2,2,1,3,2,3,2,3,2
1,96903,3510,4,4,2000Q1,25,1,1,2,1,1,1,1,1,1,1,3,3,2,2,2,2,1,,1,,2,
1,96921,3510,2,2,2000Q1,25,,,,,3,3,,,3,3,,,2,2,2,2,,,,,3,2
1,53557,3510,9,9,1999Q4,25,2,1,1,1,1,1,2,1,1,1,1,3,2,2,1,1,3,1,1,1,1,1
1,96921,3510,2,2,1999Q4,25,2,1,1,1,3,3,2,1,3,3,1,3,2,2,1,2,3,1,1,1,3,3
1,97016,3510,8,8,1999Q4,25,,,1,2,,,,,,,,3,,,1,,,,,,,
1,97264,3510,8,8,1999Q4,25,1,,1,,1,,1,,1,,2,3,2,1,1,1,1,,1,,1,
1,97008,3510,9,9,1999Q4,25,3,1,1,2,1,2,3,1,1,1,2,2,2,2,1,1,3,1,1,2,1,2
1,97177,3510,3,3,1999Q4,25,2,1,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,1
1,97098,3510,8,8,1999Q4,25,1,1,1,1,1,2,1,2,2,2,3,3,2,1,1,1,1,,1,,1,
1,96947,3510,1,1,1999Q4,25,,,1,1,,,,,,,,3,,,1,,,,1,2,,
1,96922,3510,7,7,1999Q4,25,3,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,3,2,2,2,2,2
1,96953,3510,7,7,1999Q4,25,1,1,2,1,2,1,1,1,2,3,2,2,1,1,1,1,1,1,2,1,2,1
1,96937,3510,8,8,1999Q4,25,1,1,1,1,2,2,1,1,2,2,2,3,2,2,1,1,1,1,1,1,2,2
1,97243,3510,9,9,1999Q4,25,2,1,1,1,3,1,2,1,3,1,2,2,2,2,1,2,1,1,1,1,2,1
1,96938,3510,9,9,1999Q4,25,2,1,1,1,1,1,1,1,2,1,3,3,2,2,1,1,1,1,1,1,2,1
1,96979,3510,5,5,1999Q4,25,,,1,1,,1,,1,,1,2,3,2,2,1,1,,1,,1,,1
1,97232,3510,8,8,1999Q4,25,3,2,2,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2
1,96951,3510,8,8,1999Q4,25,1,1,1,1,1,1,3,3,3,3,2,2,2,2,2,2,1,1,1,1,2,1
7,53406,3510,8,8,1999Q4,25,1,1,2,1,2,1,1,1,2,2,3,1,1,1,1,1,1,1,2,1,2,1
2,96959,3510,7,7,1999Q4,25,3,3,3,3,3,3,3,2,2,2,2,2,1,2,2,2,3,3,3,3,3,3
1,33114,3510,8,8,1999Q4,25,,,2,3,,,,,,,,2,,,2,,,,3,2,,
1,96924,3510,7,7,1999Q4,25,2,3,1,3,1,3,2,3,1,2,2,3,2,2,1,1,2,3,1,3,2,3
3,97347,3510,9,9,1999Q4,25,1,1,2,2,1,2,1,2,3,2,2,1,2,1,1,2,1,2,1,2,3,2
2,97151,3510,9,9,1999Q4,25,3,1,1,1,2,2,1,1,2,3,3,3,1,1,1,2,1,1,1,1,2,3
1,97361,3510,6,6,1999Q4,25,3,2,2,1,3,2,2,1,3,2,3,3,3,2,1,1,3,2,2,2,3,2
1,96954,3510,8,8,1999Q4,25,3,2,2,3,3,3,3,3,3,3,1,1,1,2,2,2,3,3,3,3,3,3
1,96894,3510,5,5,1999Q4,25,,,2,2,,,,,,,,3,,,2,,,,1,2,,
6,97194,3510,5,5,1999Q4,25,1,2,1,1,3,2,1,1,3,3,2,3,2,2,1,2,1,1,1,1,3,3
6,97057,3510,8,8,1999Q4,25,2,,1,,1,,2,,1,,3,2,3,1,1,1,2,,2,,1,
1,53392,3510,6,6,1999Q4,25,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1
1,96949,3510,1,1,1999Q4,25,3,1,,,1,1,1,1,1,1,2,,1,2,,1,3,1,,,1,1
6,97297,3510,9,9,1999Q4,25,,,1,1,,,1,1,,,,3,,,1,,,,1,1,,
5,97282,3510,9,9,1999Q4,25,2,1,1,1,3,3,2,2,3,2,2,1,1,1,2,2,1,1,1,1,3,3
4,53465,3510,8,8,1999Q4,25,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2
4,97319,3510,8,8,1999Q4,25,2,1,1,1,3,2,2,2,3,3,2,2,2,2,1,2,2,2,1,1,3,3
6,97179,3510,9,9,1999Q4,25,1,1,2,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,2,2
3,53547,3510,9,9,1999Q4,25,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2
6,97145,3510,5,5,1999Q4,25,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1
2,97290,3510,9,9,1999Q4,25,2,1,2,1,3,3,2,1,2,3,3,2,1,1,1,2,2,1,2,1,3,3
2,53293,3510,9,9,1999Q4,25,2,1,2,1,2,2,1,1,2,2,3,3,2,2,1,2,2,,2,,2,
6,97229,3510,9,9,1999Q4,25,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1
2,53282,3510,8,8,1999Q4,25,3,3,3,3,2,2,3,3,2,2,2,2,2,2,2,2,3,3,3,3,2,2
7,97195,3510,7,7,1999Q4,25,3,1,3,1,2,1,1,1,1,1,2,3,2,2,1,1,3,1,2,1,2,2
1,96931,3510,1,1,1999Q4,25,1,1,1,1,2,2,1,1,2,2,2,3,2,2,1,2,2,1,1,1,1,1
3,96914,3510,2,2,1999Q4,25,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,1,1,1,1,1,1
1,33121,3510,8,8,1999Q4,25,,,,,2,,,,2,,3,3,2,2,2,,,,,,,
8,53372,3510,9,9,1999Q4,25,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,2,1,,1,,2,
6,97210,3510,6,6,1999Q4,25,2,2,1,1,3,3,1,2,3,2,3,3,1,2,1,2,3,3,1,2,3,2
5,97369,3510,6,6,1999Q4,25,,,,,3,2,,,2,2,,,2,,,1,,,,,2,2
8,97292,3510,9,9,1999Q4,25,2,1,2,2,2,2,2,2,2,2,3,3,2,2,2,1,1,1,1,1,1,1
9,33100,3510,9,9,1999Q4,25,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1
6,97208,3510,8,8,1999Q4,25,,,,,2,2,,,3,3,,,2,,,2,,,,,3,1
6,53396,3510,6,6,1999Q4,25,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,1
5,97130,3510,6,6,1999Q4,25,3,1,1,2,2,1,3,1,3,3,2,3,3,2,1,2,1,1,1,2,2,2
2,96900,3510,8,8,1999Q4,25,1,2,1,1,1,1,1,2,1,1,2,3,2,1,1,1,2,2,1,1,1,1
1,96892,3510,5,5,1999Q4,25,,,2,2,,,,,,,,3,,,1,,,,3,3,,
6,30084,3510,4,4,1999Q4,25,3,1,1,1,3,1,3,1,3,1,3,3,2,2,2,2,3,1,1,1,2,1
8,97142,3510,9,9,1999Q4,25,2,1,1,1,2,1,2,1,2,1,2,3,2,1,1,2,2,1,1,1,2,1
3,96989,3510,6,6,1999Q4,25,1,1,2,2,2,2,1,1,2,2,3,3,2,1,2,1,1,1,2,2,2,2
6,53284,3510,6,6,1999Q4,25,1,2,1,2,1,2,1,2,1,2,3,2,2,1,1,1,1,2,2,2,2,2
5,30544,3510,8,8,1999Q4,25,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,2,3,2
6,97285,3510,8,8,1999Q4,25,3,1,2,2,2,2,2,2,1,1,3,3,1,2,2,1,3,2,2,2,2,2
6,97321,3510,9,9,1999Q4,25,1,2,2,2,2,1,1,2,2,1,3,2,2,1,1,1,1,2,2,2,1,1
2,97055,3510,8,8,1999Q4,25,3,3,3,3,2,2,3,3,2,2,2,3,2,2,2,1,3,3,3,3,2,2
3,53492,3510,5,5,1999Q4,25,2,2,2,2,2,2,2,1,2,2,3,3,2,1,1,1,2,1,2,2,2,2
2,33155,3510,6,6,1999Q4,25,1,1,2,2,2,2,1,1,2,2,2,3,2,1,2,1,1,1,3,2,2,2
5,97209,3510,9,9,1999Q4,25,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,,,,,,
2,97018,3510,4,4,1999Q4,25,1,2,1,2,2,2,2,2,2,2,2,3,2,1,1,1,1,2,1,2,2,2
5,97044,3510,6,6,1999Q4,25,3,1,1,1,1,2,3,2,3,2,2,3,2,2,1,1,2,1,2,2,2,2
9,97222,3510,4,4,1999Q4,25,1,2,1,2,2,2,1,2,3,2,2,3,2,2,2,2,1,2,1,1,2,2
8,97108,3510,5,5,1999Q4,25,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2
6,97060,3510,9,9,1999Q4,25,1,1,2,1,3,2,1,1,3,1,3,3,1,1,1,2,1,1,2,1,3,2
6,96992,3510,9,9,1999Q4,25,2,1,2,1,2,2,1,1,,,3,2,2,1,1,1,1,,1,,1,
5,53339,3510,9,9,1999Q4,25,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,,1,,1,
5,97010,3510,7,7,1999Q4,25,,,1,1,,,,,,,,3,,,1,,,,1,1,,
9,53650,3510,6,6,1999Q4,25,1,3,1,1,2,1,2,3,2,2,2,3,2,1,1,1,1,1,1,1,1,1
6,97068,3510,8,8,1999Q4,25,1,,1,,3,,1,,3,,1,1,2,1,1,2,1,,1,,3,
4,97326,3510,8,8,1999Q4,25,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3
9,97049,3510,7,7,1999Q4,25,3,3,2,2,2,2,3,3,2,2,1,1,1,2,2,2,3,3,2,2,2,2
6,97270,3510,2,2,1999Q4,25,2,1,1,1,2,1,2,1,2,1,3,3,2,1,1,1,1,1,1,1,2,1
5,97042,3510,9,9,1999Q4,25,1,,1,,3,,2,,2,,1,3,2,2,1,2,1,,1,,3,
6,97225,3510,7,7,1999Q4,25,3,1,,,3,2,3,2,3,2,1,,1,2,,2,3,2,,,3,2
7,96983,3510,9,9,1999Q4,25,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,,1,,1,
2,53613,3510,8,8,1999Q4,25,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,1,3,2,3,2,2,2
8,97231,3510,3,3,1999Q4,25,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,,1,,1,
5,96912,3510,9,9,1999Q4,25,1,2,1,2,1,2,3,3,2,2,3,3,2,2,2,1,3,2,1,2,2,2
1,97351,3510,8,8,1999Q4,25,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2
3,97213,3510,8,8,1999Q4,25,1,1,2,2,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1
3,97260,3510,6,6,1999Q4,25,1,1,1,2,2,3,1,2,1,1,2,2,3,2,2,1,2,1,2,2,2,1
6,97006,3510,6,6,1999Q4,25,3,3,1,1,1,1,3,3,1,1,2,3,2,2,1,1,3,3,1,1,1,1
6,33124,3510,8,8,1999Q4,25,,,,,3,3,,,3,3,,,1,,,2,,,,,3,3
5,97182,3510,8,8,1999Q4,25,3,1,1,1,2,2,3,1,2,2,2,3,2,2,1,1,,,,,,
5,30179,3510,7,7,1999Q4,25,1,2,1,2,1,2,1,1,1,1,3,3,2,1,1,1,1,1,1,1,2,2
5,97250,3510,6,6,1999Q4,25,2,2,1,1,2,1,1,1,2,2,3,3,3,2,1,1,1,1,1,1,1,1
5,53123,3510,9,9,1999Q4,25,,,,,1,1,,,1,1,,,2,,,1,,,,,1,1
2,33188,3510,5,5,1999Q4,25,2,,2,,2,,2,,2,,2,3,1,1,2,2,2,,2,,2,
5,97067,3510,8,8,1999Q4,25,3,1,2,1,3,1,3,1,3,1,1,3,2,2,1,2,3,1,1,1,3,1
2,91006,3510,8,8,1999Q4,25,1,1,1,1,1,1,2,2,2,2,3,3,2,1,1,1,1,1,1,1,2,
2,96917,3510,3,3,1999Q4,25,3,1,2,1,1,2,2,2,2,2,2,3,2,2,1,2,3,2,1,2,1,2
6,97002,3510,7,7,1999Q4,25,2,1,3,1,3,1,2,1,3,1,1,2,2,2,2,2,,,,,,
5,53337,3510,5,5,1999Q4,25,1,1,1,1,2,1,1,1,2,2,3,3,2,2,1,2,1,1,1,1,2,1
1,53609,3510,4,4,1999Q4,25,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,97039,3510,8,8,1999Q4,25,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,,1,,1,
8,30631,3510,9,9,1999Q4,25,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,2,,2,
5,97125,3510,8,8,1999Q4,25,1,1,1,1,1,1,1,,1,,2,3,1,1,1,1,1,1,1,1,1,1
3,53543,3510,6,6,1999Q4,25,1,1,1,2,1,1,1,1,1,1,2,3,2,2,2,1,1,1,2,2,1,1
5,97245,3510,7,7,1999Q4,25,,,3,2,,,,,,,,3,,,2,,,,3,2,,
8,97180,3510,5,5,1999Q4,25,3,1,2,2,3,1,3,1,3,2,2,2,2,2,2,2,3,1,3,2,3,2
1,53371,3510,4,4,1999Q4,25,,,2,2,2,2,,,2,2,,2,2,,2,1,,,2,2,2,2
8,97353,3510,6,6,1999Q4,25,,,3,1,,,,,,,,2,,,2,,,,1,2,,
1,96970,3510,8,8,1999Q4,25,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1
5,53285,3510,9,9,1999Q4,25,1,1,1,1,3,1,1,1,3,1,1,3,1,2,2,2,2,1,2,1,2,1
6,97160,3510,9,9,1999Q4,25,1,2,2,2,1,2,1,2,2,2,3,3,2,1,1,1,1,1,1,2,2,2
9,53313,3510,5,5,1999Q4,25,3,3,2,2,2,2,3,3,3,2,1,2,1,2,2,2,3,3,2,2,2,2
6,96956,3510,8,8,1999Q4,25,,,2,1,,,,,,,,2,,,1,,,,1,,,
1,96952,3510,8,8,1999Q4,25,,,2,1,,,,,,,,3,,,1,,,,1,,,
4,97217,3510,6,6,1999Q4,25,2,1,3,2,1,1,2,1,1,1,3,2,2,1,1,1,1,1,2,2,1,1
5,53450,3510,8,8,1999Q4,25,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,1,,,,,,
5,97196,3510,2,2,1999Q4,25,3,1,1,1,1,1,3,1,1,1,3,3,2,2,1,1,1,2,1,3,2,1
6,96987,3510,9,9,1999Q4,25,2,2,2,2,3,3,3,,3,2,1,1,1,2,2,2,3,2,3,2,3,2
5,33117,3510,4,4,1999Q4,25,3,1,3,1,3,2,2,1,3,2,3,2,1,1,1,2,2,1,2,1,2,1
6,53598,3510,9,9,1999Q4,25,2,1,2,1,2,2,1,1,2,2,3,3,2,1,1,1,,,,,,
1,53439,3510,6,6,1999Q4,25,3,2,2,1,3,2,2,1,2,2,2,3,2,2,1,2,2,,1,,2,
5,97139,3510,8,8,1999Q4,25,1,1,1,1,2,3,3,2,1,1,3,3,2,1,1,2,1,2,1,2,1,1
8,97110,3510,8,8,1999Q4,25,3,2,3,2,3,2,3,2,3,2,2,2,1,2,2,2,3,2,3,2,3,2
4,97288,3510,8,8,1999Q4,25,3,1,2,1,3,1,3,1,3,1,2,2,2,2,1,2,3,1,1,1,3,1
5,53674,3510,8,8,1999Q4,25,1,1,1,1,1,1,2,2,2,2,3,3,2,1,1,1,1,1,1,1,1,1
8,97021,3510,9,9,1999Q4,25,2,1,1,1,2,1,2,1,2,1,2,3,2,1,1,2,2,1,1,1,2,1
1,53322,3510,8,8,1999Q4,25,3,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,3,2,2,2,2,2
1,33150,3510,1,1,1999Q4,25,1,2,2,2,1,2,2,2,1,2,2,3,2,1,1,1,1,2,1,2,1,2
2,53639,3510,9,9,1999Q4,25,2,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,,1,,1,
8,33122,3510,9,9,1999Q4,25,3,1,3,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1
7,33125,3510,9,9,1999Q4,25,3,,1,1,2,2,2,3,2,2,2,1,2,2,1,1,3,2,1,1,1,1
3,53666,3510,8,8,1999Q4,25,2,1,1,2,2,2,3,1,3,1,1,2,2,2,2,1,2,1,2,1,2,1
1,96973,3510,9,9,1999Q4,25,1,1,1,1,3,3,1,,3,,2,3,2,2,1,2,1,1,1,1,3,3
5,53643,3510,7,7,1999Q4,25,3,2,2,2,3,2,3,2,3,2,1,2,1,2,2,2,2,1,2,1,2,1
2,53351,3510,2,2,1999Q4,25,1,1,1,1,1,1,1,1,1,1,2,3,1,2,2,1,3,2,3,2,2,2
5,53556,3510,5,5,1999Q4,25,3,1,1,1,2,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1
6,97053,3510,9,9,1999Q4,25,2,2,1,2,2,,2,,2,,2,3,1,2,1,2,1,,1,,2,
6,97259,3510,4,4,1999Q3,15,,,1,1,,,,,,,,2,,,1,,,,1,1,,
6,97257,3510,8,8,1999Q3,15,3,3,1,2,1,1,3,3,1,1,3,2,2,1,1,1,2,,2,,1,
1,97261,3510,7,7,1999Q3,15,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,2,2
6,97254,3510,9,9,1999Q3,15,3,1,3,2,3,1,3,2,3,2,1,2,1,2,1,1,2,2,2,2,2,2
5,97250,3510,6,6,1999Q3,15,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1
5,97252,3510,9,9,1999Q3,15,3,3,3,3,1,1,3,3,2,2,2,3,3,2,2,1,3,2,3,2,2,1
6,97246,3510,5,5,1999Q3,15,3,1,1,1,3,2,3,1,3,2,3,1,1,2,2,2,1,1,1,1,3,2
5,97245,3510,7,7,1999Q3,15,3,3,3,2,3,3,3,2,3,2,2,3,2,1,1,1,3,1,2,1,2,1
6,97297,3510,9,9,1999Q3,15,,,1,1,,,,,,,,3,,1,1,,,,1,1,,
8,97292,3510,9,9,1999Q3,15,2,,1,,2,,2,,2,,2,3,2,2,1,1,2,,1,,2,
2,97290,3510,9,9,1999Q3,15,2,1,2,2,3,2,2,1,3,2,2,2,1,2,1,2,2,1,2,2,3,2
6,97289,3510,7,7,1999Q3,15,1,2,3,2,1,2,1,1,1,1,2,2,2,2,2,1,1,2,3,2,1,1
4,97288,3510,8,8,1999Q3,15,1,2,2,2,1,2,1,1,3,2,2,2,2,1,1,2,3,3,1,1,1,1
6,97285,3510,8,8,1999Q3,15,3,3,1,1,2,2,,,2,2,3,3,1,1,1,2,3,3,3,3,3,3
5,97282,3510,9,9,1999Q3,15,2,3,1,3,1,3,3,3,3,3,2,2,1,2,1,1,2,1,1,1,2,2
8,97281,3510,6,6,1999Q3,15,,,2,1,,,,,,,,3,,,1,,,,1,,,
2,97274,3510,9,9,1999Q3,15,2,2,2,2,2,1,3,2,2,1,2,3,2,2,2,2,2,2,2,2,2,1
6,97082,3510,8,8,1999Q3,15,1,1,2,2,2,2,1,1,2,3,2,2,1,2,1,1,1,1,2,2,2,2
5,97081,3510,8,8,1999Q3,15,3,3,2,2,3,3,3,3,3,3,1,1,1,2,1,1,3,3,2,2,3,3
6,97068,3510,8,8,1999Q3,15,1,1,1,1,1,1,3,2,1,1,2,2,3,1,1,1,1,,1,,1,
1,97098,3510,8,8,1999Q3,15,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1
5,97182,3510,8,8,1999Q3,15,3,1,3,1,2,2,3,1,2,2,1,2,2,2,2,1,3,3,2,3,2,2
5,97125,3510,8,8,1999Q3,15,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1
8,97110,3510,8,8,1999Q3,15,3,3,3,3,3,3,3,3,3,3,2,1,1,2,2,2,3,3,3,3,3,3
8,97265,3510,8,8,1999Q3,15,,,3,3,,,,,,,,3,,,2,,,,3,,,
6,97298,3510,8,8,1999Q3,15,,,3,2,,,,,,,,2,,,2,,,,2,1,,
6,97303,3510,8,8,1999Q3,15,1,1,1,1,2,2,3,3,2,2,2,3,2,2,1,1,1,1,1,1,2,2
